RD_WRITE_DT,RD_RATING,RD_ITEM_NM,RD_CONTENT,RD_OPTION_SIZE,RD_OPTION_COLOR,RD_REVIEWER_INFO,RD_REVIEW_IMAGES,PRODUCT_TITLE
20241223,4,,끈적임없어서 괜찮았어요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241222,5,,안 바른것처럼 촉촉하니 부드러워요 처음 써보는데 너무 만족합니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241221,5,,주위에서 추천하여 구매하였는데 만족합니다. 그리고 포장재와 박스테이프도 모두 재활용이 가능한 종이재질이라 더 좋았습니다.,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241220,3,,백탁없이 가볍게 바르기 좋은것 같습니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241220,5,,"최근에 관심갖은 연예인분이 이거 쓴다고 해서 찾아봤는데 진짜로 끈적임 없고 괜찮은 거 같아요 화장품 사려고 해도 불편하거나 트러블나고, 붕어입술 될때 많거든요 써보고 괜찮으면 계속 써보고 싶어요",,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241217,3,,할인 많이 해주세요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241217,5,,친구부탁으로 주문한 제품입니다. 친구가 구매후 아주 만족하며 잘 사용하고 있어요.,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241215,5,,기존에 제품보다 묽네요 세럼같이 둘다 좋아요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241214,5,,촉촉하고 좋아요 추천받아서 샀어요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241213,5,,"냄새가 조금 그런데, 발림성이 되게 좋아서 앏게얇게 덧바르거나 그냥 발라도 좋아요~👍👍 일단 더 써볼게요🙂",,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241212,5,,빠르게잘받았어요~~~,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241211,5,,처음 사용해봤는데 아직까지 대만족입니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241209,5,,미국에서 인기있는제품이라고 보내달라고해서 주문했습니다 이곳에서는 생소한이름인데 미국에서는 인기제품이라네요 놀랬어요 ㅋㅋ,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241208,5,,촉촉함이 오리지널보다 늘었지만 대신 번들거림이 조금 추가되었어요 또 구매한가면 오리지널로 살거같아요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241206,5,,이건 정말 선크림의 혁명입니디ㆍ. 가볍게 발리고 흡수도 잘되거든요. 꼭 사용해 보시길^^,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241206,4,,계속 써보고 있습니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241205,4,,유명한 제품이라 저도 써보려고 주문했습니다.,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241205,4,,계속 써보고 있습니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241203,4,,선크림 바르면 피부위에 뭔가 얹혀 있는 답답한 느낌이 싫어서 잘 안바르게 되는데 이제품은 촉촉하고 잘 발리고 답답한 느낌도 없고 눈도 안시리고 백탁 현상이 없어서 일반 수분 에센스 느낌으로 바를수 있어서 좋아요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241201,5,,잘쓰고있어요 만족해요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241127,5,,친구 선물로 샀어요!!!,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241126,5,,빠른배송과 포장상태가 매우좋습니다.,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241126,5,,좋네요 계속살거같아요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241124,4,,촉촉하고 부드럽게 발리는게 장점인 선크림이에요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241124,4,,유명한 제품이라서 사봤는데 좋습니다.,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241120,4,,백탁없이 깔끔하게 발립니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241119,5,,Спасибо за спф соя любовь 💕,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241117,5,,"가벼운 제형으로 빠르게 흡수되어 끈적임 없이 산뜻하게 마무리돼요. 데일리로 사용하기 좋고, 메이크업 전에 발라도 밀림이 없어요.",,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241113,5,,편하게 나갈 때 마다 사용하고 있어요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241113,5,,외국친구에서 선물했는데 정말 좋아했어요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241112,5,,"오리지널만 살까하다가 신제품도 궁금해서 비교해보려고 같이 구매했는데, 저세한 사용기는 추후 이 리뷰 수정하거나 한달사용리뷰로 남길게요.",,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241112,4,,선크림 맛집으로 인정합니다!! 기존 제품도 가볍고 좋았는데 신제품도 많이 좋아요. 가벼워졌고 끈적이지 않아요. 재구매 의사 있어요. ^^,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241109,5,,미국가는길에 주문해달라고부탁해서 가져갑니다 넘^^좋다고들 해외에서 인기있는선크림입니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241108,5,,추천 받고 구매해 봅니다. 샘플도 감사해요.,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241108,5,,외국에서 엄청 유명하대서 선물용으로 샀어요~ 맘에 들어하면 좋겠어요!,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241107,5,,성분이 착해서 좋아요.,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241106,5,,잘 받았습니다 감사합니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241106,5,,잘 바르고 다니겠습니다.,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241106,5,,배송빠르고 좋습니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241106,4,,추천할만합니다. 가격도 좋고요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241104,5,,만족합니다 ~ 가족들이좋아해요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241104,5,,몇년동안 선크림 못쓰는 나에게 온 오아시스 같은 존재입니다~넘 좋아요 ~내 얼굴만 허락한다면 쭉~~쓰고싶어영~~🥰🥰🥰🥰🥰,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241102,5,,중딩 딸이 조금이라도 끈쩍임 있음 사용 않해서...크림이랑 고민하다가 올*가서 테스트해보고 구매했네요~크림도 끈적임 없지만 아쿠아는 안바른듯(?) 산뜻해요~건성인 분들은 크림타입이 좋을듯요~^^!!! 크림이나 아쿠아나 제형은 로션정도 묽기고~발림성도 둘다 좋아요~★,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241029,5,,생각했던 그대로에요 백탁없고 화잘먹템,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241025,5,,남자친구가 텁텁한 걸 싫어하는 데 이건 그냥 로션같이 너무 괜찮대요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241025,5,,부드럽게 발리고 촉촉하고 좋아요 바른듯 안바른듯,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241022,3,,이 제품을 추천합니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241018,3,,제품은 좋으나 배송 개늦음.,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241018,5,,선크림 유목민으로써 정착하지 못하고 이거저거 시도하는 중에 올x에서 테스트해봤을때 발림성 우수하고 자극없고 촉촉해서 냉큼 공홈몰에서 구매했습니다. 기존 유명한 제품+신제품 구성으로 구매했고 튜브형이라 만족스럽네요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241016,5,,해외에도 소문났나 이거 사달래요.,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241012,5,,끈적임 없이 잘자용하고 있어요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241012,5,,조선미녀 일반 선크림보다 이게 더 좋네요~~,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241011,3,,"신제품이라 적극 구매했어요. 맑은 쌀 썬크림이랑 같이 구매를 했는데, 비교를 해 보니.그렇게 수분감이 많은 아쿠아틱한 느낌 이라고 되질 않고 오히려 두 선크림 사이에 차이가 뭔가 의아 하게 됐어요. 좀 더 오래 써 보고 자세한 후기도 남겨볼게요.",,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241011,5,,만족하게잘사용중이에용,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241011,5,,너무 잘쓰고 있어요~~!!!,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241005,5,,끈적임을 싫어하는 남편이 잘 쓰고 있어요ㅎㅎ,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241002,5,,자극적이지 않고 쓰기 편해요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20241001,4,,너무 묽은거 빼곤 괜찮은거같아요 기존 제품이 개인적으로 더나아요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240930,5,,부드럽게 흘러내리는타입인데 발림성이 너무 좋아요~,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240925,5,,촉촉하고 좋아용 만족합니당,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240922,4,,써봐야 알겠네요..,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240921,4,,끈적함을 싫어해서 구매했는데 촉촉하게 잘 발려요~,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240919,5,,"텁텁한 거 싫어서 썬크림 안바르는 친구에서 선물했는데, 매일 잘 바르고 다녀요! 너무 좋대요!",,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240912,5,,기존 선크림보다 촉촉해서 좋습니다~,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240908,5,,조선미녀 선크림 가격대비 너무 만족하고쓰고있어요 계속 쓸예정이에요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240906,5,,여자친구가 사야 된다고 말해서 몰래 사주려고 합니다. 좋아할 것 같아서 좋습니다~,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240906,5,,로션만큼 묽어서 확 나오니까 양 조절해서 잘 써야할 것 같아요 ! 무향이고 백탁도 없어서 괜찮은 것 같아요 ㅎㅎ,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240904,5,,잘받았습니다 감사합니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240904,5,,좋네요 계속 쓸듯요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240901,4,,아직 안써봤는데 좋을것 같아요. 일단 추천,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240901,5,,"와 진짜 끈적임없는 로션같고, 백탁현상도 없어서 너무 맘에 들어요. 배송도 무척빨라 더욱맘에 들어요",,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240829,5,,착한가격에 잘구매했어요 감사합니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240829,5,,안끈적거리는 선크림원햇는데 후기보니까좋아서 새로나온걸로삿어요 내일써보려구요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240826,5,,백탁현상 없고 잘 발립니다,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
20240826,5,,배송 빠르고 촉촉해 좋아요,,,,,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++
